clade_name	clade_taxid	SX9	SX99	SX98	SX97	SX96	SX95	SX94	SX93	SX92	SX91	SX90	SX8	SX89	SX88	SX87	SX86	SX85	SX84	SX83	SX82	SX81	SX80	SX7	SX79	SX78	SX77	SX76	SX75	SX74	SX73	SX71	SX70	SX6	SX69	SX68	SX67	SX66	SX65	SX64	SX63	SX62	SX61	SX60	SX5	SX59	SX58	SX57	SX56	SX55	SX54	SX53	SX52	SX51	SX50	SX4	SX49	SX48	SX47	SX46	SX45	SX44	SX43	SX42	SX41	SX40	SX3	SX39	SX38	SX37	SX36	SX35	SX34	SX33	SX32	SX31	SX30	SX2	SX29	SX28	SX27	SX26	SX25	SX24	SX23	SX22	SX21	SX20	SX1	SX19	SX18	SX17	SX16	SX15	SX14	SX142	SX141	SX140	SX13	SX139	SX138	SX137	SX136	SX135	SX134	SX12	SX10	SX105	SX104	SX103	SX102	SX101	SX100	MH133	MH132	MH131	MH130	MH129	MH128	MH127	MH126	MH125	MH124	MH123	MH122	MH121	MH120	MH119	MH118	MH117	MH116	MH115	MH114	MH113	MH112	MH111	MH110	MH109	MH108	MH107	MH106
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_BX3	2|1239|186801|186802|186803||2763664	0	0	0	0	0	2756.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728.0	0	0	0	0	0	0	0	3872.0	0	0	0	3018.0	0	0	0	0	0	0	0	603.0	0	0	0	0	0	0	0	0	0	0	0	0	870.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2290.0	0	0	0	0	40.0	0	0	0	0	0	0	0	0	0	0	160.0	0	0	0	0	0	0	0	16212.0	0	0	0	0	0	0	0	0	0	0	0	14717.0	267.0	0	0	0	1559.0	0	0	0	0	0	0	1449.0	0	873.0	0	0	0	0	0	0	0	0	5172.0	0	139.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_BX3|t__SGB4651	2|1239|186801|186802|186803||2763664|	0	0	0	0	0	2756.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728.0	0	0	0	0	0	0	0	3872.0	0	0	0	3018.0	0	0	0	0	0	0	0	603.0	0	0	0	0	0	0	0	0	0	0	0	0	870.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2290.0	0	0	0	0	40.0	0	0	0	0	0	0	0	0	0	0	160.0	0	0	0	0	0	0	0	16212.0	0	0	0	0	0	0	0	0	0	0	0	14717.0	267.0	0	0	0	1559.0	0	0	0	0	0	0	1449.0	0	873.0	0	0	0	0	0	0	0	0	5172.0	0	139.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_29	2|1239|186801|186802|186803||2763667	0	0	0	0	0	1759.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408.0	0	0	0	0	0	0	0	0	0	0	2736.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5431.0	25421.0	0	0	0	0	0	0	4393.0	0	0	0	11870.0	0	0	0	276.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_29|t__SGB25431	2|1239|186801|186802|186803||2763667|	0	0	0	0	0	1759.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2736.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5431.0	25421.0	0	0	0	0	0	0	4393.0	0	0	0	11870.0	0	0	0	276.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_29|t__SGB83055	2|1239|186801|186802|186803||2763667|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_46	2|1239|186801|186802|186803||2763671	3835.0	20594.0	14505.0	27015.0	12331.0	31744.0	16099.0	14219.0	55846.0	17551.0	19725.0	15039.0	20637.0	16586.0	14425.0	7809.0	33710.0	12447.0	42786.0	29701.0	1033.0	1913.0	14045.0	16860.0	27515.0	31956.0	72617.0	6969.0	3058.0	11671.0	0	5661.0	40656.0	12732.0	3985.0	11282.0	18340.0	9330.0	9624.0	3572.0	51173.0	4692.0	8818.0	50027.0	78487.0	3298.0	1479.0	20625.0	0	41761.0	16081.0	33149.0	33662.0	17630.0	5847.0	37206.0	11314.0	37826.0	1711.0	18585.0	108062.0	4468.0	12508.0	11313.0	15931.0	12491.0	17145.0	12549.0	23870.0	68579.0	31347.0	20119.0	3415.0	7395.0	5582.0	80952.0	24380.0	68397.0	21455.0	203887.0	0	0	7154.0	19630.0	31131.0	11474.0	12973.0	20937.0	4692.0	21390.0	0	6110.0	0	9955.0	12523.0	14426.0	5469.0	195256.0	13808.0	38466.0	1799.0	27397.0	954.0	10916.0	208.0	18887.0	0	39645.0	2041.0	101115.0	10684.0	51069.0	57062.0	18180.0	61609.0	174.0	73942.0	44501.0	6115.0	85612.0	23023.0	17696.0	16711.0	30300.0	38964.0	96975.0	16161.0	25933.0	50532.0	1447.0	2811.0	5188.0	4928.0	13626.0	170898.0	23970.0	7500.0	38611.0	70837.0	34520.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_46|t__SGB47656	2|1239|186801|186802|186803||2763671|	3835.0	20594.0	14505.0	27015.0	12331.0	31744.0	16099.0	14219.0	55846.0	17551.0	19725.0	15039.0	20637.0	16586.0	14425.0	7809.0	33710.0	12447.0	42786.0	29701.0	1033.0	1913.0	14045.0	16860.0	27515.0	31956.0	72617.0	6969.0	3058.0	11671.0	0	5661.0	40656.0	12732.0	3985.0	11282.0	18340.0	9330.0	9624.0	3572.0	51173.0	4692.0	8818.0	50027.0	78487.0	3298.0	1479.0	20625.0	0	41761.0	16081.0	33149.0	33662.0	17630.0	5847.0	37206.0	11314.0	37826.0	1711.0	18585.0	108062.0	4468.0	12508.0	11313.0	15931.0	12491.0	17145.0	12549.0	23870.0	68579.0	31347.0	20119.0	3415.0	7395.0	5582.0	80952.0	24380.0	68397.0	21455.0	203887.0	0	0	7154.0	19630.0	31131.0	11474.0	12973.0	20937.0	4692.0	21390.0	0	6110.0	0	9955.0	12523.0	14426.0	5469.0	195256.0	13808.0	38466.0	1799.0	27397.0	954.0	10916.0	208.0	18887.0	0	39645.0	2041.0	101115.0	10684.0	51069.0	57062.0	18180.0	61609.0	174.0	73942.0	44501.0	6115.0	85612.0	23023.0	17696.0	16711.0	30300.0	38964.0	96975.0	16161.0	25933.0	50532.0	1447.0	2811.0	5188.0	4928.0	13626.0	170898.0	23970.0	7500.0	38611.0	70837.0	34520.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OF09_6	2|1239|186801|186802|186803||2293831	23720.0	32225.0	58001.0	40738.0	23907.0	58606.0	95467.0	379394.0	352536.0	48204.0	133276.0	21640.0	46577.0	108653.0	24050.0	74224.0	74274.0	13611.0	102384.0	39103.0	3976.0	15097.0	30550.0	32216.0	55031.0	59548.0	11693.0	9770.0	31251.0	32503.0	11023.0	119868.0	30309.0	8723.0	19114.0	347824.0	25532.0	17313.0	21070.0	26032.0	13141.0	32416.0	16204.0	33580.0	74987.0	5587.0	61509.0	31674.0	29637.0	24097.0	26392.0	36849.0	90663.0	29123.0	24849.0	78705.0	42580.0	37437.0	2907.0	35566.0	46582.0	14596.0	22516.0	110262.0	42211.0	10352.0	67243.0	6694.0	21313.0	34637.0	29376.0	40762.0	5316.0	21842.0	83832.0	83045.0	32604.0	51496.0	24656.0	90414.0	39757.0	9019.0	67594.0	35423.0	38538.0	25509.0	63428.0	11008.0	87183.0	52662.0	4849.0	20383.0	0	39490.0	42050.0	109361.0	17271.0	30443.0	50406.0	84265.0	40235.0	44105.0	17625.0	21916.0	18964.0	16381.0	0	34668.0	10710.0	126348.0	45717.0	30477.0	31688.0	39626.0	56689.0	15072.0	306812.0	176922.0	38439.0	60750.0	24067.0	89024.0	21972.0	13880.0	145366.0	90418.0	54956.0	42952.0	51339.0	3919.0	14051.0	26023.0	64958.0	17281.0	48139.0	59232.0	31057.0	23128.0	19498.0	38369.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OF09_6|t__SGB4966	2|1239|186801|186802|186803||2293831|	23720.0	32225.0	58001.0	40738.0	23907.0	58606.0	95467.0	379394.0	352536.0	48204.0	133276.0	21640.0	46577.0	108653.0	24050.0	74224.0	74274.0	13611.0	102384.0	39103.0	3976.0	15097.0	30550.0	32216.0	55031.0	59548.0	11693.0	9770.0	31251.0	32503.0	11023.0	119868.0	30309.0	8723.0	19114.0	347824.0	25532.0	17313.0	21070.0	26032.0	13141.0	32416.0	16204.0	33580.0	74987.0	5587.0	61509.0	31674.0	29637.0	24097.0	26392.0	36849.0	90663.0	29123.0	24849.0	78705.0	42580.0	37437.0	2907.0	35566.0	46582.0	14596.0	22516.0	110262.0	42211.0	10352.0	67243.0	6694.0	21313.0	34637.0	29376.0	40762.0	5316.0	21842.0	83832.0	83045.0	32604.0	51496.0	24656.0	90414.0	39757.0	9019.0	67594.0	35423.0	38538.0	25509.0	63428.0	11008.0	87183.0	52662.0	4849.0	20383.0	0	39490.0	42050.0	109361.0	17271.0	30443.0	50406.0	84265.0	40235.0	44105.0	17625.0	21916.0	18964.0	16381.0	0	34668.0	10710.0	126348.0	45717.0	30477.0	31688.0	39626.0	56689.0	15072.0	306812.0	176922.0	38439.0	60750.0	24067.0	89024.0	21972.0	13880.0	145366.0	90418.0	54956.0	42952.0	51339.0	3919.0	14051.0	26023.0	64958.0	17281.0	48139.0	59232.0	31057.0	23128.0	19498.0	38369.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OM04_12BH	2|1239|186801|186802|186803||2292272	0	3772.0	0	0	0	0	6952.0	0	67896.0	23401.0	780.0	11116.0	0	1441.0	0	348.0	9582.0	0	1389.0	1544.0	0	707.0	568.0	6866.0	512.0	0	0	513.0	0	0	0	0	1001.0	0	2600.0	0	97.0	4538.0	2735.0	51850.0	8713.0	3873.0	15592.0	40275.0	2119.0	0	998.0	10380.0	1884.0	14095.0	12463.0	37476.0	23154.0	0	0	5041.0	93.0	0	0	24516.0	7994.0	1846.0	13248.0	2570.0	75255.0	5504.0	8111.0	3824.0	687.0	5332.0	27437.0	7047.0	2766.0	7941.0	0	733.0	9528.0	0	1252.0	8456.0	7019.0	0	10507.0	0	2409.0	0	4183.0	29739.0	341753.0	0	788.0	0	0	712.0	3195.0	0	25073.0	0	803.0	0	16143.0	1996.0	2796.0	0	0	0	0	3806.0	3586.0	0	9559.0	0	1380.0	13763.0	27711.0	0	489.0	4507.0	0	5335.0	0	0	0	3082.0	9600.0	10288.0	0	1240.0	1912.0	0	1934.0	8946.0	0	0	5073.0	14928.0	0	333.0	0	914.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OM04_12BH|t__SGB4893	2|1239|186801|186802|186803||2292272|	0	3772.0	0	0	0	0	6952.0	0	67896.0	23401.0	780.0	11116.0	0	1441.0	0	348.0	9582.0	0	1389.0	1544.0	0	707.0	568.0	6866.0	512.0	0	0	513.0	0	0	0	0	1001.0	0	2600.0	0	97.0	4538.0	2735.0	51850.0	8713.0	3873.0	15592.0	40275.0	2119.0	0	998.0	10380.0	1884.0	14095.0	12463.0	37476.0	23154.0	0	0	5041.0	93.0	0	0	24516.0	7994.0	1846.0	13248.0	2570.0	75255.0	5504.0	8111.0	3824.0	687.0	5332.0	27437.0	7047.0	2766.0	7941.0	0	733.0	9528.0	0	1252.0	8456.0	7019.0	0	10507.0	0	2409.0	0	4183.0	29739.0	341753.0	0	788.0	0	0	712.0	3195.0	0	25073.0	0	803.0	0	16143.0	1996.0	2796.0	0	0	0	0	3806.0	3586.0	0	9559.0	0	1380.0	13763.0	27711.0	0	489.0	4507.0	0	5335.0	0	0	0	3082.0	9600.0	10288.0	0	1240.0	1912.0	0	1934.0	8946.0	0	0	5073.0	14928.0	0	333.0	0	914.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_WCA3_601_WT_6H	2|1239|186801|186802|186803||2606635	35262.0	22071.0	0	0	0	0	0	0	0	0	0	2869.0	4010.0	776.0	0	19291.0	36379.0	0	4228.0	10313.0	0	1511.0	256.0	614.0	599.0	0	21939.0	11050.0	750.0	0	0	7313.0	3791.0	0	0	3599.0	0	85537.0	24739.0	0	39659.0	1533.0	158365.0	23330.0	0	0	7178.0	69490.0	0	0	31654.0	6369.0	4484.0	0	1280.0	6652.0	0	4011.0	38472.0	4532.0	59094.0	0	31154.0	7892.0	0	0	8291.0	0	2079.0	23493.0	746.0	5013.0	2222.0	2055.0	1353.0	26502.0	971.0	12285.0	23211.0	10275.0	174.0	65144.0	163129.0	1915.0	13797.0	0	0	4081.0	0	0	1671.0	303.0	0	0	8096.0	0	0	3244.0	0	1638.0	1090.0	8361.0	0	0	0	25961.0	0	5309.0	0	2408.0	5656.0	2096.0	7200.0	54242.0	3571.0	0	0	97125.0	35345.0	7371.0	37584.0	0	41853.0	711.0	21806.0	26202.0	0	1714.0	1425.0	0	8183.0	1201.0	14142.0	0	2804.0	7697.0	0	8644.0	1738.0	1569.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_WCA3_601_WT_6H|t__SGB4910	2|1239|186801|186802|186803||2606635|	35262.0	22071.0	0	0	0	0	0	0	0	0	0	2869.0	4010.0	776.0	0	19291.0	36379.0	0	4228.0	10313.0	0	1511.0	256.0	614.0	599.0	0	21939.0	11050.0	750.0	0	0	7313.0	3791.0	0	0	3599.0	0	85537.0	24739.0	0	39659.0	1533.0	158365.0	23330.0	0	0	7178.0	69490.0	0	0	31654.0	6369.0	4484.0	0	1280.0	6652.0	0	4011.0	38472.0	4532.0	59094.0	0	31154.0	7892.0	0	0	8291.0	0	2079.0	23493.0	746.0	5013.0	2222.0	2055.0	1353.0	26502.0	971.0	12285.0	23211.0	10275.0	174.0	65144.0	163129.0	1915.0	13797.0	0	0	4081.0	0	0	1671.0	303.0	0	0	8096.0	0	0	3244.0	0	1638.0	1090.0	8361.0	0	0	0	25961.0	0	5309.0	0	2408.0	5656.0	2096.0	7200.0	54242.0	3571.0	0	0	97125.0	35345.0	7371.0	37584.0	0	41853.0	711.0	21806.0	26202.0	0	1714.0	1425.0	0	8183.0	1201.0	14142.0	0	2804.0	7697.0	0	8644.0	1738.0	1569.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4569	2|1239|186801|186802|186803||1898203|	0	1110.0	0	0	0	0	0	0	30616.0	1501.0	0	0	0	0	2696.0	993.0	0	0	0	2866.0	2578.0	0	33.0	0	1871.0	4029.0	631.0	8175.0	19665.0	0	2033.0	3787.0	3758.0	6236.0	0	0	0	0	0	0	7145.0	0	0	31275.0	0	0	2425.0	8011.0	279.0	0	509.0	574.0	1498.0	0	0	0	0	0	0	0	0	0	3384.0	19839.0	0	0	66.0	0	0	0	0	100.0	0	483.0	0	347.0	0	0	0	6388.0	11739.0	0	0	522.0	0	0	0	0	13127.0	0	0	0	0	0	555.0	0	0	0	0	0	1304.0	0	0	0	226.0	0	0	0	0	0	5121.0	0	0	3985.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21243.0	1201.0	0	0	0	0	0	4382.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4648	2|1239|186801|186802|186803||1898203|	13047.0	15092.0	98.0	0	0	26693.0	0	14084.0	18687.0	6053.0	0	31609.0	6266.0	1294.0	0	10663.0	598.0	0	21360.0	0	0	3200.0	0	10991.0	2649.0	0	6926.0	10293.0	6386.0	6556.0	0	2760.0	4071.0	0	10650.0	0	11657.0	28882.0	26980.0	137339.0	2690.0	27342.0	72587.0	2848.0	12438.0	0	0	12591.0	0	44882.0	31353.0	19079.0	27491.0	4687.0	0	14377.0	64669.0	113120.0	27021.0	14686.0	14926.0	51810.0	5133.0	2576.0	9300.0	3239.0	3141.0	31344.0	5320.0	8772.0	0	21972.0	7151.0	2817.0	0	181.0	11959.0	10307.0	4735.0	3276.0	0	0	4865.0	1648.0	2414.0	0	0	15011.0	0	547.0	0	0	0	42273.0	10572.0	81016.0	0	0	0	4311.0	10150.0	12127.0	1006.0	0	0	0	0	0	5078.0	0	781.0	0	5755.0	89686.0	23514.0	0	8949.0	7424.0	29233.0	39726.0	6455.0	0	0	14663.0	485.0	27056.0	0	17162.0	3851.0	0	34395.0	6428.0	0	136.0	0	1956.0	274.0	5009.0	3339.0	17818.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4657	2|1239|186801|186802|186803||1898203|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.0	26793.0	101.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4669	2|1239|186801|186802|186803||1898203|	7363.0	67919.0	0	49357.0	0	0	595.0	0	251.0	1834.0	0	14668.0	0	3666.0	0	0	6613.0	0	0	0	0	0	0	14088.0	0	0	7895.0	900.0	6719.0	0	0	0	8501.0	0	284.0	0	3205.0	3335.0	6534.0	49820.0	16691.0	5246.0	2606.0	2649.0	6497.0	14922.0	5523.0	0	0	3601.0	3078.0	360.0	7392.0	3992.0	67.0	752.0	14000.0	9060.0	0	10170.0	1328.0	12219.0	5846.0	231140.0	6023.0	0	9717.0	19651.0	9718.0	21255.0	4198.0	13920.0	2620.0	12407.0	0	0	0	43162.0	13399.0	27190.0	0	0	7520.0	14212.0	7377.0	2077.0	1943.0	15511.0	0	2807.0	2319.0	2296.0	0	1628.0	9872.0	17143.0	9884.0	117013.0	0	0	2106.0	2002.0	0	4964.0	0	755.0	0	0	21838.0	241571.0	1777.0	8572.0	14682.0	30821.0	0	4735.0	2574.0	0	0	23751.0	48545.0	466.0	75956.0	24502.0	0	0	0	62939.0	38610.0	21617.0	4143.0	6345.0	0	6202.0	17456.0	4176.0	1746.0	12076.0	18221.0	8589.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4671	2|1239|186801|186802|186803||1898203|	0	0	0	0	0	12697.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.0	24188.0	0	0	0	35521.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5695.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14965.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4704	2|1239|186801|186802|186803||1898203|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8009.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4706	2|1239|186801|186802|186803||1898203|	2189.0	480.0	0	0	0	0	0	0	0	0	0	0	0	33.0	0	0	0	0	0	0	0	0	0	2514.0	0	0	0	0	0	1710.0	0	1383.0	0	0	1780.0	0	0	2147.0	0	0	0	0	31.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1561.0	2428.0	0	0	4301.0	4339.0	5524.0	957.0	2301.0	0	0	0	2448.0	0	0	2337.0	0	0	3062.0	61.0	0	0	0	387.0	0	0	0	0	66.0	17140.0	0	0	24018.0	0	0	22661.0	0	0	0	0	0	0	8006.0	0	0	0	2651.0	0	0	0	0	0	0	0	6205.0	0	0	0	0	0	0	1361.0	4002.0	253.0	0	0	0	0	0	0	0	1118.0	191.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB47378	2|1239|186801|186802|186803||1898203|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.0	0	0	0	0	0	0	0	3355.0	0	0	0	0	0	0	0	0	0	0	0	18289.0	0	0	0	0	0	41493.0	31527.0	52724.0	0	71648.0	0	21130.0	16751.0	0	0	0	0	0	608341.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147071.0	0	0	0	0	0	0	0	0	0	0	0	13873.0	0	0	0	0	0	0	0	151867.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4767	2|1239|186801|186802|186803||1898203|	0	0	0	0	0	261.0	0	0	0	0	2730.0	0	0	0	0	0	0	0	0	0	0	0	0	252.0	0	0	201.0	0	86.0	0	0	0	0	0	272.0	0	0	2063.0	312.0	0	142.0	2172.0	0	0	0	0	0	0	0	0	0	358.0	0	0	0	0	0	0	1189.0	114.0	0	0	0	257.0	0	0	141.0	0	0	0	0	0	0	0	2224.0	0	0	0	0	0	0	6014.0	0	0	0	0	0	495.0	0	0	0	0	0	0	0	0	0	0	468.0	0	0	797.0	0	0	0	0	0	275.0	2370.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198.0	0	0	2559.0	0	1492.0	0	4424.0	0	0	0	0	0	0	0	0	29.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4771	2|1239|186801|186802|186803||1898203|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450.0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4780	2|1239|186801|186802|186803||1898203|	832.0	7783.0	1568.0	19230.0	1044.0	20841.0	3274.0	0	86846.0	13488.0	78234.0	7404.0	11094.0	1343.0	5195.0	3132.0	14151.0	12933.0	75788.0	10377.0	4596.0	0	0	23060.0	27007.0	28170.0	16669.0	0	2817.0	3929.0	0	0	14968.0	21567.0	8758.0	22354.0	10716.0	2275.0	4461.0	5943.0	4497.0	9548.0	13579.0	46399.0	0	0	2577.0	11929.0	45238.0	25250.0	1323.0	7116.0	17788.0	307.0	0	12468.0	0	4112.0	9077.0	1278.0	11352.0	12888.0	1917.0	25308.0	0	0	8542.0	1724.0	0	21241.0	23389.0	5861.0	1366.0	0	741.0	4625.0	10488.0	63433.0	1717.0	28943.0	23968.0	0	5453.0	10509.0	3324.0	27267.0	22621.0	3749.0	5401.0	31731.0	8068.0	260.0	0	6420.0	7983.0	36885.0	0	12845.0	22926.0	6043.0	0	18666.0	9816.0	3908.0	0	0	0	6097.0	6363.0	42670.0	2960.0	26677.0	10705.0	47580.0	48895.0	1576.0	57297.0	15650.0	2503.0	1222.0	0	20486.0	5813.0	22040.0	9759.0	20163.0	72695.0	18005.0	11961.0	13994.0	0	3391.0	23316.0	965.0	1811.0	5582.0	2305.0	8589.0	43836.0	56530.0
